customerID,gender,AgeGroup,Partner,CLTV,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,tenure,MonthlyCharges,TotalCharges,Contract,Churn Reason,Churn
0177-PXBAT,Male,Senior (≥ 60),True,5655,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),33,109.9,3694.7,Month-to-month,-,False
2372-HWUHI,Male,Middle Age (30–59),False,2570,True,No,DSL,No,No,No,No,No,No,False,Electronic check,2,44.35,81.25,Month-to-month,Don't know,True
2672-OJQZP,Female,Middle Age (30–59),False,4118,True,No,DSL,No,No,No,No,No,No,False,Mailed check,1,44.75,44.75,Month-to-month,-,False
6963-EZQEE,Male,Senior (≥ 60),True,4097,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,Credit card (automatic),70,88.55,6306.5,Two year,-,False
0771-CHWSK,Male,Middle Age (30–59),False,4838,True,Yes,DSL,Yes,Yes,Yes,No,No,Yes,True,Credit card (automatic),66,74.6,4798.4,Two year,-,False
2887-JPYLU,Female,Middle Age (30–59),False,4418,True,No,DSL,No,No,No,No,No,No,False,Bank transfer (automatic),41,45.2,1841.9,Month-to-month,-,False
8908-NMQTX,Male,Middle Age (30–59),False,4369,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),72,65.6,4566.5,Two year,-,False
6408-WHTEF,Male,Middle Age (30–59),True,6044,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,True,Mailed check,72,89.4,6376.55,Two year,-,False
6379-RXJRQ,Male,Middle Age (30–59),True,2457,True,No,Fiber optic,No,No,No,No,No,No,True,Electronic check,10,70.1,659.65,Month-to-month,Network reliability,True
7740-KKCXF,Male,Middle Age (30–59),True,5045,False,No phone service,DSL,No,Yes,No,No,No,No,True,Credit card (automatic),51,30.05,1529.45,Month-to-month,-,False
1818-ESQMW,Female,Middle Age (30–59),False,4384,True,No,Fiber optic,No,No,Yes,Yes,No,Yes,True,Electronic check,27,89.2,2383.6,Month-to-month,-,False
5056-FIMPT,Female,Middle Age (30–59),False,3528,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,True,Credit card (automatic),43,106.0,4532.3,One year,-,False
8356-WUAOJ,Female,Under 30,True,5669,True,No,DSL,No,No,No,No,No,No,True,Electronic check,1,45.0,45.0,Month-to-month,-,False
7508-KBIMB,Male,Middle Age (30–59),True,3607,True,No,DSL,Yes,No,Yes,No,No,No,True,Credit card (automatic),24,56.25,1454.25,One year,-,False
9191-MYQKX,Female,Middle Age (30–59),True,3457,True,No,Fiber optic,No,No,Yes,No,No,No,True,Bank transfer (automatic),7,75.15,496.9,Month-to-month,Service dissatisfaction,True
8879-ZKJOF,Female,Middle Age (30–59),False,5556,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,True,Bank transfer (automatic),41,79.85,3320.75,One year,-,False
9633-XQABV,Female,Middle Age (30–59),False,2156,True,No,Fiber optic,No,No,No,No,No,No,True,Electronic check,3,70.25,229.7,Month-to-month,-,False
8777-PVYGU,Female,Middle Age (30–59),True,4405,True,No,DSL,Yes,No,Yes,No,Yes,No,True,Mailed check,52,64.3,3410.6,One year,-,False
4910-GMJOT,Female,Middle Age (30–59),False,4033,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,1,94.6,94.6,Month-to-month,Don't know,True
7402-EYFXX,Male,Senior (≥ 60),False,4030,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,26,93.6,2404.1,Month-to-month,-,False
8337-MSSXB,Female,Middle Age (30–59),False,3677,True,No,Fiber optic,No,Yes,No,No,No,Yes,True,Electronic check,14,86.3,1180.95,Month-to-month,Attitude of service provider,True
8075-GXIUB,Male,Senior (≥ 60),True,5601,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),9,19.85,183.15,One year,-,False
7586-ZATGZ,Male,Middle Age (30–59),False,2904,True,Yes,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,40,84.9,3369.05,Month-to-month,-,False
7997-EASSD,Female,Middle Age (30–59),True,6063,True,Yes,Fiber optic,No,No,No,Yes,No,No,True,Credit card (automatic),63,81.2,4965.1,One year,-,False
3522-CDKHF,Female,Under 30,True,3131,True,No,Fiber optic,Yes,No,No,No,No,No,True,Bank transfer (automatic),32,75.5,2324.7,Month-to-month,-,False
5697-GOMBF,Female,Senior (≥ 60),True,5444,False,No phone service,DSL,No,No,No,No,Yes,No,True,Electronic check,28,35.9,973.65,Month-to-month,-,False
5828-DWPIL,Male,Senior (≥ 60),True,4415,True,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,True,Electronic check,62,89.1,5618.3,Month-to-month,-,False
3948-FVVRP,Male,Middle Age (30–59),True,2848,True,No,DSL,No,Yes,No,Yes,No,No,False,Mailed check,9,54.8,452.8,Month-to-month,-,False
6549-BTYPG,Female,Under 30,True,5784,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,False,Credit card (automatic),60,60.8,3603.45,Two year,-,False
7480-SPLEF,Male,Middle Age (30–59),True,4933,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),69,26.0,1796.55,Two year,-,False
6288-LBEAR,Female,Under 30,False,3619,True,No,Fiber optic,No,Yes,No,Yes,No,No,True,Mailed check,23,79.1,1783.75,Month-to-month,-,False
7377-DMMRI,Male,Middle Age (30–59),False,4134,True,No,DSL,Yes,No,No,No,No,No,True,Electronic check,2,47.8,92.45,Month-to-month,Attitude of support person,True
7929-SKFGK,Male,Under 30,True,4280,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,Credit card (automatic),70,114.3,8244.3,Two year,-,False
5481-NTDOH,Female,Senior (≥ 60),True,4126,True,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,True,Credit card (automatic),67,107.05,7142.5,One year,-,False
6075-SLNIL,Male,Middle Age (30–59),False,5393,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,True,Credit card (automatic),38,95.1,3691.2,Month-to-month,-,False
3913-RDSJZ,Female,Middle Age (30–59),True,4312,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,64,25.55,1714.95,Two year,-,False
3584-WKTTW,Male,Under 30,True,4053,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,True,Electronic check,51,111.55,5720.35,One year,-,False
2024-BASKD,Female,Under 30,False,3860,True,No,Fiber optic,No,No,Yes,No,No,No,True,Mailed check,1,74.6,74.6,Month-to-month,Competitor offered more data,True
2014-MKGMH,Female,Middle Age (30–59),False,4883,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,46,101.1,4674.4,One year,-,False
2703-AMTUL,Male,Middle Age (30–59),True,4113,True,No,DSL,Yes,Yes,No,No,No,No,False,Mailed check,36,53.65,1939.35,One year,-,False
2845-KDHVX,Female,Middle Age (30–59),True,5425,True,No,DSL,No,Yes,Yes,Yes,No,Yes,True,Mailed check,64,68.3,4378.8,Two year,-,False
5906-DVAPM,Female,Under 30,True,5011,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,True,Credit card (automatic),55,75.0,4213.9,One year,-,False
4652-NNHNY,Male,Middle Age (30–59),True,3226,True,Yes,Fiber optic,No,No,No,No,No,No,True,Bank transfer (automatic),16,73.85,1284.2,Month-to-month,Don't know,True
3678-MNGZX,Male,Middle Age (30–59),True,4165,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Bank transfer (automatic),68,19.95,1377.7,Two year,-,False
6772-WFQRD,Male,Middle Age (30–59),False,3200,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),40,20.4,854.9,One year,-,False
4697-LUPSU,Male,Under 30,True,3866,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,2,20.2,34.75,One year,-,False
1254-IZEYF,Female,Senior (≥ 60),False,5362,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,True,Electronic check,31,99.95,3186.65,Month-to-month,Competitor made better offer,True
5119-KEPFY,Male,Middle Age (30–59),True,3057,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Bank transfer (automatic),36,95.0,3440.25,Month-to-month,-,False
0397-GZBBC,Male,Senior (≥ 60),True,5390,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Bank transfer (automatic),59,93.85,5574.75,Month-to-month,Price too high,True
0394-YONDK,Male,Under 30,True,5114,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),70,25.15,1790.15,Two year,-,False
4992-LTJNE,Male,Middle Age (30–59),True,6259,True,Yes,DSL,Yes,No,No,No,No,No,False,Bank transfer (automatic),72,55.3,3983.6,Two year,-,False
4537-DKTAL,Female,Under 30,False,4372,True,No,DSL,No,No,No,No,No,No,False,Electronic check,2,45.55,84.4,Month-to-month,-,False
7718-RXDGG,Male,Middle Age (30–59),True,3351,True,No,Fiber optic,No,No,No,No,No,No,True,Bank transfer (automatic),15,68.6,1108.6,Month-to-month,-,False
1950-KSVVJ,Female,Middle Age (30–59),True,4885,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,Mailed check,45,113.3,5032.25,One year,-,False
2542-HYGIQ,Female,Middle Age (30–59),False,2732,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),1,19.95,19.95,Month-to-month,-,False
6330-JKLPC,Male,Middle Age (30–59),True,5119,True,Yes,Fiber optic,No,Yes,No,No,No,No,True,Bank transfer (automatic),11,80.5,896.9,Month-to-month,Product dissatisfaction,True
9058-CBREO,Female,Senior (≥ 60),False,3357,True,Yes,DSL,No,No,No,No,No,No,False,Mailed check,1,50.55,50.55,Month-to-month,Product dissatisfaction,True
3643-AHCFP,Male,Senior (≥ 60),True,3265,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Bank transfer (automatic),7,95.6,644.35,Month-to-month,Competitor made better offer,True
1728-CXQBE,Male,Senior (≥ 60),True,6020,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,True,Electronic check,64,94.25,6081.4,Month-to-month,-,False
7055-VKGDA,Male,Middle Age (30–59),False,4406,True,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,True,Credit card (automatic),54,105.4,5643.4,One year,Product dissatisfaction,True
2621-UDNLU,Female,Middle Age (30–59),True,5867,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,3,20.85,72.0,Month-to-month,-,False
7851-WZEKY,Female,Middle Age (30–59),False,2414,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,2,95.15,196.9,Month-to-month,Competitor made better offer,True
7167-PCEYD,Male,Middle Age (30–59),False,4260,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,67,19.8,1311.3,Two year,-,False
5842-POCOP,Female,Middle Age (30–59),True,4356,True,No,Fiber optic,Yes,No,Yes,No,No,Yes,True,Mailed check,5,88.9,454.15,Month-to-month,Competitor offered higher download speeds,True
9643-AVVWI,Female,Middle Age (30–59),True,4264,True,No,Fiber optic,No,Yes,No,Yes,No,No,True,Electronic check,3,80.0,241.3,Month-to-month,-,False
9862-KJTYK,Male,Under 30,False,3072,False,No phone service,DSL,No,No,No,No,No,No,True,Credit card (automatic),19,25.35,566.1,Month-to-month,-,False
9788-YTFGE,Male,Middle Age (30–59),False,3331,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,7,19.95,147.5,Month-to-month,-,False
1261-FWTTE,Male,Senior (≥ 60),False,2307,False,No phone service,DSL,No,No,No,No,No,Yes,True,Bank transfer (automatic),23,34.65,768.45,Month-to-month,-,False
5172-RKOCB,Male,Under 30,True,5758,True,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,True,Credit card (automatic),72,108.95,7875.0,Two year,-,False
5349-AZPEW,Female,Middle Age (30–59),True,2071,False,No phone service,DSL,No,No,No,No,No,No,False,Mailed check,5,25.05,125.5,Month-to-month,-,False
7216-EWTRS,Female,Senior (≥ 60),True,3128,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,1,100.8,100.8,Month-to-month,Attitude of service provider,True
6152-ONASV,Female,Middle Age (30–59),True,4620,True,Yes,DSL,Yes,No,No,Yes,No,No,False,Bank transfer (automatic),68,58.25,3975.7,One year,-,False
5480-XTFFL,Female,Middle Age (30–59),True,5225,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,31,21.0,697.7,Two year,-,False
8740-CRYFY,Male,Middle Age (30–59),False,2038,True,No,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,1,78.95,78.95,Month-to-month,Competitor offered higher download speeds,True
9229-RQABD,Male,Middle Age (30–59),False,3076,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,18,23.75,424.5,One year,-,False
0311-QYWSS,Female,Middle Age (30–59),False,3672,True,No,DSL,Yes,No,No,No,No,No,True,Electronic check,6,49.45,314.6,Month-to-month,-,False
7321-KKSDU,Male,Middle Age (30–59),False,3114,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,32,20.5,696.8,Two year,-,False
2720-FVBQP,Female,Under 30,True,3061,True,Yes,DSL,No,No,No,No,No,No,True,Credit card (automatic),6,48.95,273.25,Month-to-month,-,False
0224-NIJLP,Male,Middle Age (30–59),True,3899,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,8,20.15,165.5,Two year,-,False
6080-LNESI,Male,Middle Age (30–59),False,5080,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,51,24.75,1234.6,Two year,-,False
0746-JTRFU,Male,Under 30,False,4810,False,No phone service,DSL,No,No,No,No,No,No,True,Electronic check,2,25.05,56.35,Month-to-month,Product dissatisfaction,True
2506-CLAKW,Female,Under 30,False,3578,True,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,True,Bank transfer (automatic),6,98.15,567.45,Month-to-month,Attitude of support person,True
9514-JDSKI,Male,Senior (≥ 60),True,5828,False,No phone service,DSL,No,Yes,No,No,Yes,No,False,Electronic check,1,40.2,40.2,Month-to-month,Limited range of services,True
8741-LQOBK,Female,Under 30,True,4829,False,No phone service,DSL,Yes,Yes,No,No,No,No,False,Bank transfer (automatic),46,35.05,1620.25,Month-to-month,-,False
2267-WTPYD,Female,Senior (≥ 60),True,6015,True,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,False,Credit card (automatic),57,94.0,5438.95,Month-to-month,-,False
4815-YOSUK,Male,Under 30,True,4927,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,True,Credit card (automatic),72,104.9,7537.5,One year,-,False
4500-HKANN,Male,Middle Age (30–59),True,3464,True,Yes,DSL,No,Yes,No,Yes,No,No,False,Mailed check,23,59.7,1414.2,Two year,-,False
2692-PFYTJ,Female,Under 30,False,2569,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,1,25.75,25.75,Month-to-month,-,False
5320-BRKGK,Female,Under 30,True,4292,True,Yes,DSL,Yes,No,Yes,Yes,Yes,No,False,Mailed check,58,75.8,4415.75,Two year,-,False
9134-WYRVP,Male,Middle Age (30–59),False,5311,True,No,Fiber optic,Yes,No,No,No,Yes,No,False,Mailed check,51,86.35,4267.15,One year,-,False
6650-BWFRT,Female,Middle Age (30–59),True,4743,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,True,Credit card (automatic),72,117.15,8529.5,Two year,-,False
1397-XKKWR,Male,Middle Age (30–59),False,3463,False,No phone service,DSL,Yes,No,Yes,No,No,No,False,Mailed check,7,35.3,264.8,One year,-,False
4404-HIBDJ,Female,Middle Age (30–59),False,5175,True,No,DSL,Yes,Yes,Yes,Yes,Yes,No,False,Mailed check,25,74.3,1863.8,One year,Competitor offered more data,True
0206-OYVOC,Female,Middle Age (30–59),True,5596,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Mailed check,46,19.25,864.2,Two year,-,False
4702-HDRKD,Male,Middle Age (30–59),False,5905,False,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,True,Bank transfer (automatic),67,49.35,3321.35,One year,-,False
4879-GZLFH,Female,Middle Age (30–59),True,5697,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,42,92.15,3875.4,Month-to-month,-,False
6693-FRIRW,Male,Middle Age (30–59),False,5948,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,Credit card (automatic),18,101.3,1794.65,Month-to-month,-,False
9885-AIBVB,Male,Middle Age (30–59),True,2568,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,True,Electronic check,29,85.8,2440.25,Month-to-month,-,False
2830-LEWOA,Male,Middle Age (30–59),True,4079,True,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,Credit card (automatic),61,103.9,6449.15,One year,-,False
0082-LDZUE,Male,Middle Age (30–59),False,4427,True,No,DSL,No,No,No,No,No,No,True,Mailed check,1,44.3,44.3,Month-to-month,-,False
8627-EHGIP,Male,Middle Age (30–59),False,3051,False,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,True,Mailed check,44,53.95,2375.4,One year,Competitor offered more data,True
6377-WHAOX,Female,Middle Age (30–59),True,4115,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Electronic check,60,106.15,6411.25,Month-to-month,-,False
4626-GYCZP,Male,Middle Age (30–59),False,3506,True,Yes,Fiber optic,No,No,No,No,Yes,Yes,True,Electronic check,7,93.85,635.6,Month-to-month,Competitor had better devices,True
9758-MFWGD,Female,Senior (≥ 60),True,2617,False,No phone service,DSL,No,Yes,No,No,No,No,False,Bank transfer (automatic),48,29.9,1388.75,One year,-,False
5951-AOFIH,Male,Under 30,False,3843,True,No,DSL,No,Yes,Yes,No,Yes,No,True,Credit card (automatic),33,66.4,2245.4,Month-to-month,-,False
4513-CXYIX,Female,Senior (≥ 60),True,4583,True,Yes,Fiber optic,Yes,No,No,No,No,No,True,Credit card (automatic),71,80.7,5676.0,Two year,-,False
8372-JUXUI,Male,Middle Age (30–59),False,2814,True,Yes,Fiber optic,No,No,No,No,No,No,True,Electronic check,1,74.35,74.35,Month-to-month,Competitor had better devices,True
9348-YVOMK,Male,Under 30,False,5565,True,No,DSL,No,No,No,No,No,No,True,Credit card (automatic),4,44.8,176.2,Month-to-month,-,False
6402-EJMWF,Male,Middle Age (30–59),False,3684,True,No,DSL,No,No,No,No,No,Yes,True,Mailed check,4,55.3,238.5,Month-to-month,-,False
4307-KWMXE,Male,Middle Age (30–59),False,2263,False,No phone service,DSL,No,Yes,No,Yes,No,No,False,Electronic check,10,35.75,389.8,Month-to-month,-,False
8967-SZQAS,Female,Under 30,False,3185,True,No,DSL,No,Yes,No,No,No,No,False,Electronic check,14,50.45,765.45,Month-to-month,-,False
3920-HIHMQ,Female,Middle Age (30–59),False,4196,True,Yes,DSL,No,No,No,No,No,No,True,Mailed check,26,49.5,1265.65,Month-to-month,-,False
7905-NJMXS,Male,Senior (≥ 60),True,5116,True,Yes,DSL,Yes,Yes,No,Yes,No,No,False,Electronic check,7,64.2,475.0,Month-to-month,-,False
8937-RDTHP,Male,Middle Age (30–59),False,2484,True,No,Fiber optic,Yes,No,No,No,No,Yes,True,Mailed check,1,84.6,84.6,Month-to-month,Poor expertise of phone support,True
5756-JYOJT,Female,Middle Age (30–59),False,3206,True,No,DSL,No,No,Yes,Yes,No,Yes,False,Credit card (automatic),11,64.9,697.25,One year,-,False
7594-RQHXR,Female,Under 30,False,3108,True,No,Fiber optic,No,No,No,No,No,Yes,True,Electronic check,1,79.6,79.6,Month-to-month,Deceased,True
3481-JHUZH,Male,Middle Age (30–59),True,5757,True,Yes,Fiber optic,No,Yes,No,No,No,No,True,Electronic check,41,80.25,3439.0,Month-to-month,-,False
1217-VASWC,Male,Senior (≥ 60),True,4499,True,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,True,Bank transfer (automatic),43,100.55,4304.0,One year,-,False
3067-SVMTC,Female,Middle Age (30–59),True,5160,True,No,DSL,Yes,No,No,Yes,No,No,False,Bank transfer (automatic),68,55.9,3848.8,One year,-,False
6559-ILWKJ,Male,Middle Age (30–59),True,4879,False,No phone service,DSL,No,Yes,No,No,Yes,Yes,False,Electronic check,71,49.35,3515.25,Two year,Product dissatisfaction,True
7248-VZQLC,Female,Senior (≥ 60),False,4661,True,Yes,Fiber optic,No,Yes,Yes,No,No,No,True,Bank transfer (automatic),47,85.2,3969.35,Month-to-month,Price too high,True
7153-CHRBV,Female,Middle Age (30–59),True,6287,True,No,DSL,Yes,No,Yes,Yes,No,No,True,Mailed check,57,59.3,3274.35,One year,-,False
2164-SOQXL,Female,Middle Age (30–59),True,2698,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,20,20.05,406.05,Month-to-month,-,False
4795-UXVCJ,Male,Middle Age (30–59),False,5823,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),26,19.8,457.3,One year,-,False
0530-IJVDB,Male,Middle Age (30–59),False,5414,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,True,Electronic check,70,114.6,7882.5,Two year,-,False
7632-MNYOY,Male,Senior (≥ 60),False,4389,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,False,Credit card (automatic),66,110.9,7432.05,One year,Attitude of service provider,True
3536-IQCTX,Male,Senior (≥ 60),True,2712,True,Yes,Fiber optic,No,No,No,No,No,Yes,False,Electronic check,32,85.3,2661.1,Month-to-month,Competitor had better devices,True
1866-RZZQS,Male,Senior (≥ 60),False,2169,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,41,98.4,4187.75,Month-to-month,Competitor had better devices,True
9715-SBVSU,Male,Under 30,True,3186,True,No,DSL,Yes,Yes,No,No,No,Yes,True,Bank transfer (automatic),14,61.4,815.55,Two year,-,False
0201-OAMXR,Female,Middle Age (30–59),False,4838,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,False,Credit card (automatic),70,115.55,8127.6,One year,Network reliability,True
3162-KKZXO,Female,Senior (≥ 60),False,5182,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,True,Electronic check,55,100.15,5409.75,One year,-,False
4871-JTKJF,Female,Senior (≥ 60),False,4741,True,No,Fiber optic,No,No,No,No,No,No,True,Electronic check,1,69.65,69.65,Month-to-month,Attitude of service provider,True
8760-ZRHKE,Female,Senior (≥ 60),True,5546,True,Yes,DSL,Yes,Yes,No,No,Yes,No,False,Electronic check,71,69.2,4982.5,One year,-,False
2900-PHPLN,Female,Senior (≥ 60),True,5209,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Credit card (automatic),70,19.55,1462.05,Two year,-,False
2853-CWQFQ,Male,Under 30,False,5824,True,No,DSL,No,No,No,Yes,No,Yes,True,Mailed check,1,59.55,59.55,Month-to-month,-,False
9838-BFCQT,Male,Middle Age (30–59),True,5475,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,72,26.1,1851.45,Two year,-,False
9689-PTNPG,Male,Middle Age (30–59),False,5055,True,No,Fiber optic,No,No,No,No,Yes,No,True,Electronic check,2,80.25,144.55,Month-to-month,Competitor made better offer,True
7032-LMBHI,Female,Middle Age (30–59),False,5255,True,Yes,DSL,Yes,No,No,No,Yes,No,False,Bank transfer (automatic),37,64.65,2347.85,One year,-,False
2592-HODOV,Male,Middle Age (30–59),False,2823,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),13,19.3,259.65,One year,-,False
6408-OTUBZ,Female,Middle Age (30–59),False,4494,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,True,Bank transfer (automatic),66,104.55,6779.05,One year,-,False
0547-HURJB,Male,Under 30,False,4001,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),12,21.05,235.8,Month-to-month,-,False
2519-ERQOJ,Male,Senior (≥ 60),False,5322,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,True,Electronic check,33,54.6,1803.7,Month-to-month,-,False
0621-HJWXJ,Female,Middle Age (30–59),True,4980,True,Yes,Fiber optic,No,Yes,No,No,No,No,True,Bank transfer (automatic),63,81.55,5029.05,Month-to-month,-,False
9178-JHUVJ,Male,Under 30,True,4634,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,True,Bank transfer (automatic),24,24.1,587.4,Two year,-,False
0657-DOGUM,Female,Middle Age (30–59),True,4077,True,Yes,DSL,Yes,No,No,Yes,No,No,True,Bank transfer (automatic),48,60.6,2985.25,One year,-,False
7550-WIQVA,Male,Middle Age (30–59),True,4972,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,True,Electronic check,50,108.25,5431.4,One year,-,False
1297-VQDRP,Male,Senior (≥ 60),True,4324,True,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,True,Credit card (automatic),68,107.15,7379.8,One year,-,False
6579-JPICP,Male,Middle Age (30–59),False,2968,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,1,20.4,20.4,Month-to-month,-,False
0859-YGKFW,Male,Middle Age (30–59),True,4458,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Bank transfer (automatic),18,20.05,345.9,One year,-,False
0654-HMSHN,Male,Middle Age (30–59),True,3796,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,False,Electronic check,21,104.4,2157.95,Month-to-month,Attitude of support person,True
7302-ZHMHP,Female,Middle Age (30–59),False,2577,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Mailed check,1,19.15,19.15,Month-to-month,-,False
3814-MLAXC,Female,Middle Age (30–59),False,2554,True,Yes,Fiber optic,No,No,No,Yes,No,No,True,Credit card (automatic),31,79.85,2404.15,Month-to-month,Lack of self-service on Website,True
9640-ZSLDC,Female,Under 30,True,4854,True,No,DSL,No,No,Yes,No,No,Yes,False,Credit card (automatic),53,60.6,3297.0,One year,-,False
4115-UMJFQ,Male,Middle Age (30–59),False,4043,False,No phone service,DSL,No,Yes,Yes,No,No,No,True,Bank transfer (automatic),69,35.75,2492.25,One year,-,False
2868-LLSKM,Female,Middle Age (30–59),True,5958,True,Yes,Fiber optic,No,Yes,No,Yes,No,No,True,Bank transfer (automatic),68,83.65,5733.4,One year,-,False
8663-UPDGF,Female,Middle Age (30–59),False,3866,True,Yes,DSL,Yes,Yes,No,No,Yes,No,True,Bank transfer (automatic),26,69.5,1800.05,Month-to-month,-,False
8237-ULIXL,Female,Under 30,True,4067,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),72,24.85,1871.85,Two year,-,False
3873-WOSBC,Male,Middle Age (30–59),True,4879,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,False,Credit card (automatic),67,25.6,1784.9,Two year,-,False
2114-MGINA,Female,Middle Age (30–59),False,4107,True,No,Fiber optic,No,No,No,No,Yes,Yes,True,Mailed check,14,89.8,1129.1,Month-to-month,Attitude of support person,True
